key,input,solubility
XOOMNEFVDUTJPP-UHFFFAOYSA-N,Oc1cc(O)c2ccccc2c1,-2.039
LDVVMCZRFWMZSG-UHFFFAOYSA-N,ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,-3.465
HKIOYBQGHSTUDB-UHFFFAOYSA-N,ClC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O,-4.187
JTEDVYBZBROSJT-UHFFFAOYSA-N,OC(=O)CCCc1c[nH]c2ccccc12,-2.387
IYOLBFFHPZOQGW-UHFFFAOYSA-N,Cc1cc(O)c(Cl)c(C)c1Cl,-2.841
DHZVWQPHNWDCFS-UHFFFAOYSA-N,OC(=O)c1cc(I)cc(I)c1O,-2.469
PSBAIJVSCTZDDB-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Oc2ccccc2,-4.122
OREQWMWYRYXCDF-UHFFFAOYSA-N,Nc1ccc(cc1)c2ccc(Cl)cc2,-3.346
ALIFPGGMJDWMJH-UHFFFAOYSA-N,N(N=Nc1ccccc1)c2ccccc2,-3.268
AMMPGYPPRLWMLW-UHFFFAOYSA-N,CCOc1ccc(cc1N)[N+]([O-])=O,-2.715
BMIPMKQAAJKBKP-UHFFFAOYSA-N,Cc1cc(C)c(N)cc1C,-1.792
RPAJSBKBKSSMLJ-UHFFFAOYSA-N,[H+].[Cl-].NC(CCC(O)=O)C(O)=O,0.27
MRABAEUHTLLEML-UHFFFAOYSA-N,CCCCOC(=O)C(C)O,-0.488
ZDGHHRPKFCVOJL-UHFFFAOYSA-N,NNc1cccc(c1)[S](O)(=O)=O,-1.065
TYMRLRRVMHJFTF-UHFFFAOYSA-N,NCc1ccc(cc1)[S](N)(=O)=O,-0.966
NGFMICBWJRZIBI-UJPOAAIJSA-N,OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,-0.754
MGFYIUFZLHCRTH-UHFFFAOYSA-N,OC(=O)CN(CC(O)=O)CC(O)=O,-0.29
IBGBGRVKPALMCQ-UHFFFAOYSA-N,Oc1ccc(C=O)cc1O,-1.304
WTOFYLAWDLQMBZ-UHFFFAOYSA-N,NC(Cc1sccc1)C(O)=O,-0.822
AKNUHUCEWALCOI-UHFFFAOYSA-O,CC[NH+](CCO)CCO,1.222
YVQVOQKFMFRVGR-VGOFMYFVSA-N,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(CN3CCOCC3)OC2=O,-2.595
FQSUTLQHSDLLAN-UHFFFAOYSA-N,CCNC(=O)Nc1sc(cn1)[N+]([O-])=O,-2.654
JUHORIMYRDESRB-UHFFFAOYSA-N,C(CNCc1ccccc1)NCc2ccccc2,-1.591
IWDQPCIQCXRBQP-UHFFFAOYSA-M,[Na+].CN(C)c1ccc(cc1)N=N[S]([O-])(=O)=O,-0.09
ZFMSMUAANRJZFM-UHFFFAOYSA-N,COc1ccc(CC=C)cc1,-2.614
ZRPLANDPDWYOMZ-UHFFFAOYSA-N,OC(=O)CCC1CCCC1,-1.168
YUXIBTJKHLUKBD-UHFFFAOYSA-N,CCCCOC(=O)CCC(=O)OCCCC,-2.682
IEPRKVQEAMIZSS-WAYWQWQTSA-N,CCOC(=O)\C=C/C(=O)OCC,-0.893
VIZORQUEIQEFRT-UHFFFAOYSA-N,CCOC(=O)CCCCC(=O)OCC,-1.744
YFCGDEUVHLPRCZ-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-4.734
VEENJGZXVHKXNB-VOTSOKGWSA-N,CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,-0.174
KMRNTNDWADEIIX-UHFFFAOYSA-N,OC(=O)CCI,0.185
OFOBLEOULBTSOW-UHFFFAOYSA-N,OC(=O)CC(O)=O,0.32
KIWUVOGUEXMXSV-UHFFFAOYSA-N,O=C1CSC(=S)N1,-1.341
ZEMGGZBWXRYJHK-UHFFFAOYSA-N,O=C1NC(=S)NC=C1,-1.839
UBQKCCHYAOITMY-UHFFFAOYSA-N,O=C1NC=CC=C1,-0.393
PVCJKHHOXFKFRP-UHFFFAOYSA-N,CC(=O)NCCO,0.694
KCOYHFNCTWXETP-UHFFFAOYSA-N,NC(=S)NNC(N)=S,-1.046
UQJQVUOTMVCFHX-UHFFFAOYSA-L,[Na+].[Na+].[S-]C(=S)NCCNC([S-])=S,-1.072
CVVIJWRCGSYCMB-UHFFFAOYSA-N,[H+].[H+].[Cl-].[Cl-].C1CNCCN1,0.491
AOGQPLXWSUTHQB-UHFFFAOYSA-N,CCCCCCOC(C)=O,-1.699
PXSXRABJBXYMFT-UHFFFAOYSA-N,CCCCCCNCCCCCC,-2.726
COBPKKZHLDDMTB-UHFFFAOYSA-N,CCCCOCCOCCOCCO,-0.122
LHHGDZSESBACKH-UHFFFAOYSA-N,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(=O)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-7.459
QORQZMBCPRBCAB-UHFFFAOYSA-M,[Na+].CCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O,-2.011
PXPMCAKTYKAROX-UHFFFAOYSA-N,OC(=O)CC1(CC(O)=O)OCOC1=O,-0.607
SDIXRDNYIMOKSG-UHFFFAOYSA-L,[Na+].[Na+].C[As]([O-])([O-])=O,-0.253
QEWYKACRFQMRMB-UHFFFAOYSA-N,OC(=O)CF,0.876
AYFVYJQAPQTCCC-UHFFFAOYSA-N,CC(O)C(N)C(O)=O,0.564
FEWJPZIEWOKRBE-LWMBPPNESA-N,O[C@@H]([C@H](O)C(O)=O)C(O)=O,-0.184
ZEFNOZRLAWVAQF-UHFFFAOYSA-N,Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(N)=O,-2.718
RGUQWGXAYZNLMI-UHFFFAOYSA-N,N[S](=O)(=O)c1cc2c(NC=N[S]2(=O)=O)cc1C(F)(F)F,-2.785
WJCNZQLZVWNLKY-UHFFFAOYSA-N,[nH]1c2ccccc2nc1c3cscn3,-3.475
HJEINPVZRDJRBY-UHFFFAOYSA-N,O[S](=O)(=O)OCCOc1ccc(Cl)cc1Cl,-2.672
LNTHITQWFMADLM-UHFFFAOYSA-N,OC(=O)c1cc(O)c(O)c(O)c1,-1.734
GGLIEWRLXDLBBF-UHFFFAOYSA-N,CCOc1ccc(NC(N)=O)cc1,-1.889
ZDQYSKICYIVCPN-UHFFFAOYSA-L,[Na+].[Na+].[O-]C(=O)CCC([O-])=O,0.031
NNFCIKHAZHQZJG-UHFFFAOYSA-N,[K+].[C-]#N,0.313
SZKKRCSOSQAJDE-UHFFFAOYSA-N,CN(C)[P](=O)(O[P](=O)(N(C)C)N(C)C)N(C)C,0.277
KGNGTSCIQCLKEH-SYCVNHKBSA-N,NC1=NC(=O)C(=C(N)N1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,-1.404
DLGOEMSEDOSKAD-UHFFFAOYSA-N,ClCCNC(=O)N(CCCl)N=O,-1.371
YVSCOIUNVKGTND-UHFFFAOYSA-N,C1COC2(C1)CCCO2,-0.229
SXQBHARYMNFBPS-UHFFFAOYSA-N,c1ccc2c(c1)c3ccc4ccc5cccc6cc2c3c4c56,-8.137
STJXCDGCXVZHDU-UHFFFAOYSA-N,[nH]1c2ccc3ccccc3c2c4c1ccc5ccccc45,-6.608
TUAHORSUHVUKBD-UHFFFAOYSA-N,c1ccc2c(c1)ccc3ccc4ccccc4c23,-6.362
ZUAGUFSITPHNKC-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c2cc4cccc5c6ccccc6c3c45,-8.188
RKZDZWJDQTZDLD-UHFFFAOYSA-N,C1c2cccc3ccc4cccc1c4c23,-5.394
KHNYNFUTFKJLDD-UHFFFAOYSA-N,c1ccc2c(c1)ccc3c4cccc5cccc(c45)c23,-7.349
FTOVXSOBNPWTSH-UHFFFAOYSA-N,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,-7.347
HAXBIWFMXWRORI-UHFFFAOYSA-N,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-7.406
FCTDXVQYLPZTNX-UHFFFAOYSA-N,N1c2c(Sc3ccc4ccccc4c13)ccc5ccccc25,-7.182
PTOPHPNCDGAXGC-UHFFFAOYSA-N,N1c2ccc3ccccc3c2Sc4c1ccc5ccccc45,-7.213
PGIGZWJIJSINOD-UHFFFAOYSA-N,N1c2ccccc2Sc3ccc4ccccc4c13,-5.7
WUTNPRKQMZJXTR-UHFFFAOYSA-N,N1c2ccccc2Sc3c1ccc4ccccc34,-5.697
JNCSIWAONQTVCF-UHFFFAOYSA-N,c1ccc2c(c1)ccc3nc4c(ccc5ccccc45)cc23,-7.202
RDOWQLZANAYVLL-UHFFFAOYSA-N,c1ccc2c(c1)cnc3ccccc23,-3.447
GIIGHSIIKVOWKZ-UHFFFAOYSA-N,[nH]1nc2cncnc2n1,-0.922
IMNIMPAHZVJRPE-UHFFFAOYSA-N,C1CN2CCN1CC2,0.742
CTAPFRYPJLPFDF-UHFFFAOYSA-N,o1cccn1,0.804
PBMFSQRYOILNGV-UHFFFAOYSA-N,c1ccnnc1,0.642
CZPWVGJYEJSRLH-UHFFFAOYSA-N,c1cncnc1,0.575
DMEGYFMYUHOHGS-UHFFFAOYSA-N,C1CCCCCC1,-3.096
IRVDMKJLOCGUBJ-UHFFFAOYSA-N,CCO[P](=S)(OCC)Oc1cnccn1,-2.963
RGCLLPNLLBQHPF-CMDGGOBGSA-N,CCN(CC)C(=O)/C(Cl)=C(/C)O[P](=O)(OC)OC,-1.181
DGLIBALSRMUQDD-UHFFFAOYSA-N,CCO[P](=S)(OCC)OCCSCC,-3.222
ZFIVKAOQEXOYFY-UHFFFAOYSA-N,C1OC1C2CO2,0.989
COESHZUDRKCEPA-ZETCQYMHSA-N,N[C@@H](Cc1cc(Br)c(O)c(Br)c1)C(O)=O,-1.998
PMCVMORKVPSKHZ-UHFFFAOYSA-N,CC[S](=O)CCS[P](=O)(OC)OC,-1.161
OAKJQQAXSVQMHS-UHFFFAOYSA-N,NN,0.459
XFSBVAOIAHNAPC-XTHSEXKGSA-N,CCN1C[C@]2(COC)[C@H](O)C[C@H](OC)[C@@]34[C@@H]5C[C@]6(O)[C@@H](OC)[C@H](O)[C@](OC(C)=O)([C@@H]([C@H](OC)[C@H]23)C14)[C@H]5[C@H]6OC(=O)c7ccccc7,-2.849
GXCDLJXPZVCHBX-UHFFFAOYSA-N,CCC(C)(OC(N)=O)C#C,-0.905
LJCNRYVRMXRIQR-OLXYHTOASA-L,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,-0.517
OHMHBGPWCHTMQE-UHFFFAOYSA-N,FC(F)(F)C(Cl)Cl,-1.864
DKMDOBOUUAGJNY-AATRIKPKSA-N,CCO[P](=O)(OCC)O\C=C\Cl,-0.727
CTSLUCNDVMMDHG-UHFFFAOYSA-N,CCC(C)N1C(=O)NC(=C(Br)C1=O)C,-2.659
PSYBGEADHLUXCS-UHFFFAOYSA-N,CC(C)N1C(=O)NC(=C(Br)C1=O)C,-2.323
YNEVBPNZHBAYOA-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,-2.282
AGPKZVBTJJNPAG-UHFFFAOYSA-N,CCC(C)C(N)C(O)=O,0.046
NKBASRXWGAGQDP-UHFFFAOYSA-N,OC(=O)c1cc(Cl)ccc1O,-1.937
CWLKTJOTWITYSI-UHFFFAOYSA-N,Fc1cccc2ccccc12,-3.14
RJKWSTDTEPBWBJ-UHFFFAOYSA-N,CC(=O)Nc1ccc(F)cc1C,-2.51
WHXUSWHUWNRNHT-UHFFFAOYSA-N,CC(=O)Nc1ccc(C)cc1F,-2.507
SDXUIOOHCIQXRP-UHFFFAOYSA-N,Fc1cc(F)c(F)cc1F,-2.969
LRQKBLKVPFOOQJ-YFKPBYRVSA-N,CCCC[C@H](N)C(O)=O,0.011
CWVRJTMFETXNAD-JUHZACGLSA-N,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O,-2.025
ROHFNLRQFUQHCH-UHFFFAOYSA-N,CC(C)CC(N)C(O)=O,0.059
SNTRKUOVAPUGAY-UHFFFAOYSA-N,C[P](F)(=O)OC1CCCCC1,-0.45
MOBRMRJUKNQBMY-UHFFFAOYSA-N,Fc1ccccc1CCl,-2.688
ZCJAYDKWZAWMPR-UHFFFAOYSA-N,Fc1ccccc1Cl,-2.32
KGNQDBQYEBMPFZ-UHFFFAOYSA-N,Fc1ccc(I)cc1,-2.508
UHCBBWUQDAVSMS-UHFFFAOYSA-N,CCF,0.211
JDHILDINMRGULE-LURJTMIESA-N,Cn1cncc1C[C@H](N)C(O)=O,-0.326
GIDPFONPWSEBOB-UHFFFAOYSA-N,F[P-](F)(F)(F)(F)F.N#[N+]c1ccccc1,-0.497
GGDYAKVUZMZKRV-UHFFFAOYSA-N,OCCF,1.661
UOSHUBFBCPGQAY-UHFFFAOYSA-N,CC(C)N[P](F)(=O)NC(C)C,0.123
GILIYJDBJZWGBG-UHFFFAOYSA-N,CC(O)C(F)(F)F,0.406
BAMUEXIPKSRTBS-UHFFFAOYSA-N,FC(F)(F)C(F)(Cl)Cl,-2.324
PBWZKZYHONABLN-UHFFFAOYSA-N,OC(=O)C(F)F,0.416
RZRPTBIGEANTGU-IRIMSJTPSA-N,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CCC2=O,-3.722
BQWYJUVFIXTFHH-UHFFFAOYSA-N,CCCc1cc(F)ccc1O,-2.092
FJVAAURIDNIYAE-BJMVGYQFSA-N,NC(=O)N(CCO)/N=C/c1oc(cc1)[N+]([O-])=O,-1.755
FBRJYBGLCHWYOE-UHFFFAOYSA-N,OC(=O)c1ccccc1C(F)(F)F,-2.141
CHNXZKVNWQUJIB-CEGNMAFCSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C,-4.725
SMEROWZSTRWXGI-HVATVPOCSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.577
NPAGDVCDWIYMMC-IZPLOLCNSA-N,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O,-3.817
BFWXQSLJSDLIAA-GSGOXJSYSA-N,C[C@H]1C[C@H]2OC(=O)[C@@H](C)[C@H]2[C@H](O)C3=C(C)C(=O)C[C@H]13,-2.295
VVDGWALACJEJKG-UHFFFAOYSA-N,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,-3.818
AGPKZVBTJJNPAG-CRCLSJGQSA-N,CC[C@H](C)[C@@H](N)C(O)=O,0.046
IGMNYECMUMZDDF-UHFFFAOYSA-N,OC(=O)Cc1cc(O)ccc1O,-1.381
MWBWWFOAEOYUST-UHFFFAOYSA-N,Nc1ncc2[nH]cnc2n1,-1.627
XDPCNPCKDGQBAN-UHFFFAOYSA-N,OC1CCOC1,1.095
BOJWTAQWPVBIPG-UHFFFAOYSA-N,OC(=O)c1ccc(F)c(c1)[N+]([O-])=O,-2.289
XBDXMDVEZLOGMC-UHFFFAOYSA-N,Fc1cccc(CCl)c1,-2.677
NDNUANOUGZGEPO-QMMMGPOBSA-N,CCC[C@H]1CCCCN1,-0.689
CRGZRXUKXVTRNO-UHFFFAOYSA-N,COCC(F)F,0.206
QGBSISYHAICWAH-UHFFFAOYSA-N,NC(N)=NC#N,-0.774
CUYKNJBYIJFRCU-UHFFFAOYSA-N,Nc1cccnc1,0.003
KZVRXPPUJQRGFN-UHFFFAOYSA-N,NC(=O)NCC(O)=O,-0.074
JSJWCHRYRHKBBW-UHFFFAOYSA-N,NC(=O)NCCC(O)=O,0.036
DTGKSKDOIYIVQL-ZCUBBSJVSA-N,CC1(C)C2CCC1(C)[C@@H](O)C2,-1.544
DSSYKIVIOFKYAU-XVKPBYJWSA-N,CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,-1.801
ALNKTVLUDWIWIH-HLQCWHFUSA-N,O[C@@]12CCO[C@@]1(Nc3ccccc23)[C@@H]4C[C@@H]5CCN4C[C@@H]5C=C,-2.475
ARQOGCYMPUOVHK-ZHHKINOHSA-N,CC[C@@]12CCCN3CC[C@@]4([C@@H](CC1)N(C(C)=O)c5c(OC)cccc45)[C@@H]23,-4.114
GXAMYUGOODKVRM-UHFFFAOYSA-N,OC(=O)[C@@]1(O)c2ccccc2c3ccccc13,-2.916
XLMALTXPSGQGBX-GCJKJVERSA-N,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,-4.231
LUYAMNYBNTVQJG-UHFFFAOYSA-N,ClCC[S](=O)(=O)CCCl,-1.369
CHJJGSNFBQVOTG-UHFFFAOYSA-N,CN=C(N)N,0.565
KVEZIRCKNOTGKY-UHFFFAOYSA-N,Nc1ccc(cc1)[S](=O)(=O)c2sc(N)nc2,-2.98
SIZDUQQDBXJXLQ-UHFFFAOYSA-N,CC(=O)C1CC(CC(O)=O)C1(C)C,-1.314
RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-4.869
WKRLQDKEXYKHJB-HFTRVMKXSA-N,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O,-4.747
HLUCICHZHWJHLL-UHFFFAOYSA-N,Oc1ccc2c(OCC3(O)CC4=CC(=O)C(=CC4=C23)O)c1O,-3.282
RFDAIACWWDREDC-FRVQLJSFSA-N,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,-3.707
YJGVMLPVUAXIQN-HAEOHBJNSA-N,COc1cc(cc(OC)c1OC)[C@H]2[C@H]3[C@H](COC3=O)[C@@H](O)c4cc5OCOc5cc24,-4.488
QRYAEWIQIBAZOJ-UHFFFAOYSA-N,[Cl-].Cc1cc2nc3c(C)c(N)ccc3[n+](c4ccccc4)c2cc1N,-1.588
KVFJBIQWENJTDM-UHFFFAOYSA-N,C1Cc2c3ccc4ccccc4c3cc5cccc1c25,-7.325
AGUIVNYEYSCPNI-UHFFFAOYSA-N,CN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-3.35
RJWJHRPNHPHBRN-FKVJWERZSA-N,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,-0.543
FFFIRKXTFQCCKJ-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)C(O)=O,-2.273
YBZAVRDNSPUMFK-UHFFFAOYSA-N,Cc1cc(O)c(C(O)=O)c(O)c1,-1.591
ABICJYZKIYUWEE-UHFFFAOYSA-N,[O-][N+](=O)C1C(=O)NC(=O)NC1=O,-1.753
XJHDMGJURBVLLE-BOCCBSBMSA-N,C[C@H]1[C@@H]2CC[C@@]3(C)C=CC(=O)C(=C3[C@H]2OC1=O)C,-2.868
QGXBDMJGAMFCBF-LUJOEAJASA-N,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4=O,-4.337
PHMBVCPLDPDESM-RLXKETGRSA-N,CN1C2CCC1[C@H]([C@@H](O)C2)C(O)=O,-0.175
RRTKVYSLIGQWCO-UHFFFAOYSA-N,CN1C(=O)N(C)c2nncnc2C1=O,-1.335
MBRLOUHOWLUMFF-UHFFFAOYSA-N,COc1ccc2C=CC(=O)Oc2c1CC=C(C)C,-4.309
ZRDUSMYWDRPZRM-UHFFFAOYSA-N,CCC(C)c1cc(cc(c1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,-5.308
LYEFRAMOOLOUKA-UHFFFAOYSA-N,CC1CCC2C(C)C(=O)OCC12,-1.785
SDIVYZXRQHWCKF-VIFPVBQESA-N,O[C@H]1CCN2C(=O)c3ccccc3N=C12,-2.033
CULUKMPMGVXCEI-UWVGGRQHSA-N,CN1C[C@@H]2C[C@@H](C1)C3=CC=CC(=O)N3C2,-1.37
UYEUUXMDVNYCAM-UHFFFAOYSA-N,O=C1NC(=O)c2nccnc2N1,-2.605
ZAFOEDODWZIXMO-UHFFFAOYSA-N,CC1=C(CCC(O)=O)C(=O)NC1=O,-0.922
IMPKVMRTXBRHRB-MBMOQRBOSA-N,O[C@@H]1C[C@@H](O)[C@H](O)C(O)[C@H]1O,0.406
FWKQNCXZGNBPFD-UHFFFAOYSA-N,CC(C)c1ccc(C)c2ccc(C)c2c1,-5.373
VHUNCYDAXJGCLO-UHFFFAOYSA-N,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-1.325
VDBNYAPERZTOOF-UHFFFAOYSA-N,O=C1NC=Cc2ccccc12,-2.174
JBGKVNQFVAJOGC-UHFFFAOYSA-N,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,-3.571
SFLOGVVDXPCWGR-UHFFFAOYSA-N,NC1=NC(=O)C2=C(N1)NC(=O)C(=O)N2,-4.398
ONPJWQSDZCGSQM-UHFFFAOYSA-N,OC(=O)C(=C)c1ccccc1,-1.411
DLNKOYKMWOXYQA-IONNQARKSA-N,C[C@H](N)[C@@H](O)c1ccccc1,-0.307
WQZGKKKJIJFFOK-DVKNGEFBSA-N,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.212
ZFVDSCASCRHXCP-SNVBAGLBSA-N,OC1=CC(=O)C[C@@H](C1)c2ccccc2,-2.054
MTXSIJUGVMTTMU-JTQLQIEISA-N,C1CC[C@H](NC1)c2cccnc2,-0.657
PUZSUVGRVHEUQO-UHFFFAOYSA-N,OCc1cc(O)ccc1O,-0.6
ORLIFVYIUIQGOA-UHFFFAOYSA-N,O=Nc1ccc(NNC(=O)c2ccccc2)cc1,-4.023
CYKAGXAJJFUETC-LUAWRHEFSA-N,O=C(NN\C=C/1C=CC=CC1=O)c2ccncc2,-2.433
LPAGFVYQRIESJQ-UHFFFAOYSA-N,C1Cc2ccccc2N1,-1.039
ACWQBUSCFPJUPN-HWKANZROSA-N,C\C=C(/C)C=O,0.298
HTWIZMNMTWYQRN-UHFFFAOYSA-N,CC1OCCO1,1.075
KPMKEVXVVHNIEY-UHFFFAOYSA-N,O=C1CC2CCC1C2,-0.392
SELRUPTWVICDPZ-UHFFFAOYSA-N,OC(O)=C1OC(=CC(=O)C1=O)C(O)=O,-1.482
DFYRUELUNQRZTB-UHFFFAOYSA-N,COc1cc(ccc1O)C(C)=O,-1.979
SNDPXSYFESPGGJ-SCSAIBSYSA-N,CCC[C@@H](N)C(O)=O,0.391
HNEGQIOMVPPMNR-IHWYPQMZSA-N,C\C(=C\C(O)=O)C(O)=O,-0.068
RECUKUPTGUEGMW-UHFFFAOYSA-N,CC(C)c1ccc(C)c(O)c1,-2.089
ZYHGIAPHLSTGMX-UHFFFAOYSA-N,CC1CC(CC(C)(C)N1)OC(=O)c2ccccc2,-2.758
PQJZHMCWDKOPQG-UHFFFAOYSA-N,OC(=O)C(=O)Nc1ccccc1,-1.564
JPYQFYIEOUVJDU-UHFFFAOYSA-N,ClCCC(=O)NCc1ccccc1,-2.221
GWGLGTKSTGSWGQ-UHFFFAOYSA-N,NC(=O)NC(=O)C=CC(O)=O,-0.475
FVIGODVHAVLZOO-UHFFFAOYSA-N,CCOC(=S)SSC(=S)OCC,-3.739
AHHWIHXENZJRFG-UHFFFAOYSA-N,C1COC1,1.595
LDHQCZJRKDOVOX-IHWYPQMZSA-N,C\C=C/C(O)=O,0.573
NUKYPUAOHBNCPY-UHFFFAOYSA-N,Nc1ccncc1,0.034
ICSNLGPSRYBMBD-UHFFFAOYSA-N,Nc1ccccn1,-0.107
LOZWAPSEEHRYPG-UHFFFAOYSA-N,C1CSCCS1,-1.531
TYFQFVWCELRYAO-UHFFFAOYSA-N,OC(=O)CCCCCCC(O)=O,-0.851
QKSKPIVNLNLAAV-UHFFFAOYSA-N,ClCCSCCCl,-2.453
TXXHDPDFNKHHGW-CCAGOZQPSA-N,OC(=O)\C=C/C=C\C(O)=O,-0.25
WPBXOELOQKLBDF-UHFFFAOYSA-N,IC#N,0.13
RKSOPLXZQNSWAS-UHFFFAOYSA-N,CC(C)(C)Br,-1.599
DTGKSKDOIYIVQL-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(O)C2,-1.544
FNFPHNZQOKBKHN-UHFFFAOYSA-N,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-5.271
NYTOUQBROMCLBJ-UHFFFAOYSA-N,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,-1.622
GPFAJKDEDBRFOS-SLITUTQKSA-N,CN1CC[C@]23[C@H]4Oc5c(OCCN6CCOCC6)ccc(C[C@@H]1C2C=C[C@@H]4O)c35,-2.219
ZFVLHMJCLWOOOY-UHFFFAOYSA-N,CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-1.403
WQLVFSAGQJTQCK-VKROHFNGSA-N,C[C@@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC=C6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C,-5.955
MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,-0.298
RXPQRKFMDQNODS-UHFFFAOYSA-N,CCCO[P](=O)(OCCC)OCCC,-1.037
KWISWUFGPUHDRY-UHFFFAOYSA-N,CC(C)=CCl,-1.35
BYDRTKVGBRTTIT-UHFFFAOYSA-N,CC(=C)CO,1.123
LOCHFZBWPCLPAN-UHFFFAOYSA-N,CCC(C)S,-1.688
SDJHPPZKZZWAKF-UHFFFAOYSA-N,CC(=C)C(C)=C,-2.05
ROWKJAVDOGWPAT-UHFFFAOYSA-N,CC(O)C(C)=O,0.926
RSWGJHLUYNHPMX-ONCXSQPRSA-N,CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(O)=O)[C@H]2CC1,-5.326
PIXFHVWJOVNKQK-HJJNUGAVSA-N,CC12CC[C@H](O)CC1CCC3C4CCC(=O)C4(C)CC(O)C23,-3.389
NWCHELUCVWSRRS-UHFFFAOYSA-N,CC(O)(C(O)=O)c1ccccc1,-0.962
ZIYVHBGGAOATLY-UHFFFAOYSA-N,CC(C(O)=O)C(O)=O,0.298
KZSNJWFQEVHDMF-UHFFFAOYSA-N,CC(C)C(N)C(O)=O,0.419
HLBPOYVRLSXWJJ-PDSMFRHLSA-N,COc1cc(cc(OC)c1OC)[C@H]2[C@@H]3[C@H](COC3=O)Cc4c(O)c5OCOc5cc24,-5.421
GNBHRKFJIUUOQI-UHFFFAOYSA-N,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,-6.455
HVXXOIGTXJOVON-UHFFFAOYSA-N,COc1ccc(C=O)c(C(O)=O)c1OC,-2.003
